exp_id,video file,resolution,FPS,length(s),sim_threshold,face_cnt,min_csize,face_cloth_weights,use_merging,number of persons,total time(s),DBI
exp0414,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,500,8,"[1.0, 0.8]",True,7,41.753,1.856969195246445
exp0415,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,500,8,"[1.0, 0.8]",False,10,41.672,1.6139869977286383
exp0416,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,500,8,"[1.0, 0.9]",True,6,42.583,1.82073044462732
exp0417,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,500,8,"[1.0, 0.9]",False,8,42.503,1.7020865070258395
exp0418,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,500,8,"[1.0, 1.0]",True,6,43.027,1.835033709997048
exp0419,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,500,8,"[1.0, 1.0]",False,7,42.577,1.8305562634356072
exp0420,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,500,10,"[1.0, 0.3]",True,1,41.162,-10000000000.0
exp0421,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,500,10,"[1.0, 0.3]",False,9,40.227,1.4462362445711492
exp0422,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,500,10,"[1.0, 0.5]",True,4,42.613,2.510832640886035
exp0423,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,500,10,"[1.0, 0.5]",False,8,39.545,1.5512933977652068
exp0424,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,500,10,"[1.0, 0.6]",True,6,41.913,2.2221539591681587
exp0425,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,500,10,"[1.0, 0.6]",False,9,40.49,1.5588123471696378
exp0426,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,500,10,"[1.0, 0.7]",True,6,41.266,2.080055851388418
exp0427,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,500,10,"[1.0, 0.7]",False,9,39.92,1.6086894550366997
exp0428,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,500,10,"[1.0, 0.8]",True,6,40.776,1.8711197329406248
exp0429,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,500,10,"[1.0, 0.8]",False,8,40.803,1.6896245421050922
exp0430,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,500,10,"[1.0, 0.9]",True,5,40.997,1.8327096184306657
exp0431,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,500,10,"[1.0, 0.9]",False,6,41.467,1.823217506977916
exp0432,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,500,10,"[1.0, 1.0]",True,6,42.096,1.835033715614176
exp0433,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,500,10,"[1.0, 1.0]",False,7,41.917,1.830556207045568
exp0434,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,500,15,"[1.0, 0.3]",True,1,40.084,-10000000000.0
exp0435,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,500,15,"[1.0, 0.3]",False,9,39.974,1.4462362020185562
exp0436,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,500,15,"[1.0, 0.5]",True,4,40.649,2.256632705933789
exp0437,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,500,15,"[1.0, 0.5]",False,7,39.527,1.486459831071429
exp0438,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,500,15,"[1.0, 0.6]",True,5,40.014,1.5976344663206032
exp0439,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,500,15,"[1.0, 0.6]",False,7,38.554,1.5259715160375742
exp0440,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,500,15,"[1.0, 0.7]",True,6,40.707,1.836522574239568
exp0441,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,500,15,"[1.0, 0.7]",False,8,39.445,1.6370809823205053
exp0442,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,500,15,"[1.0, 0.8]",True,6,41.282,1.8711197571119973
exp0443,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,500,15,"[1.0, 0.8]",False,8,40.088,1.6896245965010286
exp0444,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,500,15,"[1.0, 0.9]",True,5,41.392,1.8327096098510047
exp0445,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,500,15,"[1.0, 0.9]",False,6,41.054,1.8232175069779164
exp0446,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,500,15,"[1.0, 1.0]",True,6,42.625,1.8350337030409392
exp0447,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,500,15,"[1.0, 1.0]",False,7,42.946,1.8305562849034869
exp0448,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,300,5,"[1.0, 0.3]",True,1,31.67,-10000000000.0
exp0449,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,300,5,"[1.0, 0.3]",False,10,32.617,1.1243343102045034
exp0450,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,300,5,"[1.0, 0.5]",True,6,33.547,2.2579165369027696
exp0451,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,300,5,"[1.0, 0.5]",False,9,32.093,1.092987529568334
exp0452,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,300,5,"[1.0, 0.6]",True,7,32.037,1.5729733178058147
exp0453,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,300,5,"[1.0, 0.6]",False,9,32.044,1.1208151168640093
exp0454,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,300,5,"[1.0, 0.7]",True,9,32.472,1.4466377954389538
exp0455,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,300,5,"[1.0, 0.7]",False,10,31.021,1.2714328867834837
exp0456,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,300,5,"[1.0, 0.8]",True,10,32.211,1.4595694082632142
exp0457,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,300,5,"[1.0, 0.8]",False,13,31.709,1.2510545876460497
exp0458,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,300,5,"[1.0, 0.9]",True,10,32.616,1.5135385497620786
exp0459,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,300,5,"[1.0, 0.9]",False,13,32.054,1.3085806024220992
exp0460,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,300,5,"[1.0, 1.0]",True,10,32.763,1.5294463035551826
exp0461,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,300,5,"[1.0, 1.0]",False,13,32.811,1.340412622855223
exp0462,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,300,8,"[1.0, 0.3]",True,1,31.212,-10000000000.0
exp0463,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,300,8,"[1.0, 0.3]",False,7,32.072,1.1824809432703558
exp0464,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,300,8,"[1.0, 0.5]",True,5,32.463,2.086428142704119
exp0465,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,300,8,"[1.0, 0.5]",False,7,30.974,1.1775410625815612
exp0466,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,300,8,"[1.0, 0.6]",True,6,30.965,1.3669074818486768
exp0467,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,300,8,"[1.0, 0.6]",False,7,31.504,1.2095732774402983
exp0468,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,300,8,"[1.0, 0.7]",True,6,30.499,1.1870112209762318
exp0469,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,300,8,"[1.0, 0.7]",False,6,30.834,1.1870112209762318
exp0470,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,300,8,"[1.0, 0.8]",True,7,31.339,1.2339749875824224
exp0471,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,300,8,"[1.0, 0.8]",False,7,30.932,1.2339750225586923
exp0472,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,300,8,"[1.0, 0.9]",True,7,31.987,1.288747763188671
exp0473,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,300,8,"[1.0, 0.9]",False,7,31.204,1.2887477424294451
exp0474,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,300,8,"[1.0, 1.0]",True,7,31.598,1.3402198226657995
exp0475,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,300,8,"[1.0, 1.0]",False,7,31.938,1.3402198001719998
exp0476,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,300,10,"[1.0, 0.3]",True,1,31.677,-10000000000.0
exp0477,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,300,10,"[1.0, 0.3]",False,7,31.455,1.1824810049644123
exp0478,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,300,10,"[1.0, 0.5]",True,5,32.119,2.08642814270412
exp0479,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,300,10,"[1.0, 0.5]",False,7,31.0,1.1775411051499485
exp0480,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,300,10,"[1.0, 0.6]",True,6,31.103,1.3669074779652324
exp0481,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,300,10,"[1.0, 0.6]",False,7,30.968,1.2095733083976652
exp0482,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,300,10,"[1.0, 0.7]",True,6,30.367,1.1870112068465428
exp0483,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,300,10,"[1.0, 0.7]",False,6,30.7,1.1870112209762316
exp0484,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,300,10,"[1.0, 0.8]",True,6,30.291,1.1988083610976112
exp0485,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,300,10,"[1.0, 0.8]",False,6,30.848,1.1988083779831369
exp0486,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,300,10,"[1.0, 0.9]",True,6,30.418,1.251339982649165
exp0487,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,300,10,"[1.0, 0.9]",False,6,30.831,1.251339988088359
exp0488,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,300,10,"[1.0, 1.0]",True,6,30.94,1.2995511467572638
exp0489,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,300,10,"[1.0, 1.0]",False,6,30.833,1.2995510842059943
exp0490,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,300,15,"[1.0, 0.3]",True,1,29.633,-10000000000.0
exp0491,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,300,15,"[1.0, 0.3]",False,4,30.018,1.104834169304729
exp0492,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,300,15,"[1.0, 0.5]",True,4,30.172,1.1104069800688696
exp0493,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,300,15,"[1.0, 0.5]",False,4,30.293,1.1104069800688696
exp0494,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,300,15,"[1.0, 0.6]",True,4,30.091,1.1068882168669143
exp0495,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,300,15,"[1.0, 0.6]",False,4,29.506,1.1068882068646289
exp0496,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,300,15,"[1.0, 0.7]",True,3,28.931,1.0623719423775209
exp0497,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,300,15,"[1.0, 0.7]",False,3,28.744,1.0623719423775209
exp0498,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,300,15,"[1.0, 0.8]",True,5,30.282,1.122271320211787
exp0499,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,300,15,"[1.0, 0.8]",False,5,30.164,1.122271320211787
exp0500,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,300,15,"[1.0, 0.9]",True,5,30.509,1.256692366789801
exp0501,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,300,15,"[1.0, 0.9]",False,5,30.157,1.256692366789801
exp0502,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,300,15,"[1.0, 1.0]",True,5,31.031,1.3041303068692711
exp0503,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,300,15,"[1.0, 1.0]",False,5,30.509,1.3041303303215386
exp0504,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,330,5,"[1.0, 0.3]",True,1,35.146,-10000000000.0
exp0505,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,330,5,"[1.0, 0.3]",False,10,35.355,1.149618103306199
exp0506,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,330,5,"[1.0, 0.5]",True,5,35.749,2.451748457688752
exp0507,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,330,5,"[1.0, 0.5]",False,9,34.367,1.1361597808606343
exp0508,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,330,5,"[1.0, 0.6]",True,7,34.493,1.362011375819719
exp0509,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,330,5,"[1.0, 0.6]",False,9,34.279,1.1725272359083736
exp0510,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,330,5,"[1.0, 0.7]",True,8,34.434,1.3121583322931976
exp0511,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,330,5,"[1.0, 0.7]",False,10,34.884,1.2655137204499634
exp0512,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,330,5,"[1.0, 0.8]",True,9,35.568,1.4630747883268045
exp0513,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,330,5,"[1.0, 0.8]",False,12,35.787,1.2383218768733175
exp0514,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,330,5,"[1.0, 0.9]",True,9,35.68,1.5250309258882129
exp0515,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,330,5,"[1.0, 0.9]",False,12,34.646,1.2913783677439998
exp0516,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,330,5,"[1.0, 1.0]",True,9,35.295,1.5520044673792273
exp0517,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,330,5,"[1.0, 1.0]",False,12,36.315,1.3447958829221995
exp0518,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,330,8,"[1.0, 0.3]",True,1,34.025,-10000000000.0
exp0519,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,330,8,"[1.0, 0.3]",False,7,34.373,1.2253562786667025
exp0520,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,330,8,"[1.0, 0.5]",True,5,35.085,2.0627984120343195
exp0521,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,330,8,"[1.0, 0.5]",False,7,33.938,1.230953841627276
exp0522,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,330,8,"[1.0, 0.6]",True,5,34.191,1.503539859534389
exp0523,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,330,8,"[1.0, 0.6]",False,7,33.899,1.2710856110790445
exp0524,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,330,8,"[1.0, 0.7]",True,7,33.069,1.2410767663477047
exp0525,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,330,8,"[1.0, 0.7]",False,7,33.572,1.2410767663477047
exp0526,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,330,8,"[1.0, 0.8]",True,7,35.17,1.4509479785433668
exp0527,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,330,8,"[1.0, 0.8]",False,9,34.526,1.259263928966588
exp0528,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,330,8,"[1.0, 0.9]",True,7,34.528,1.5007023904133718
exp0529,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,330,8,"[1.0, 0.9]",False,9,34.263,1.2939621162963304
exp0530,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,330,8,"[1.0, 1.0]",True,7,35.682,1.5449146403417395
exp0531,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,330,8,"[1.0, 1.0]",False,9,34.877,1.354595947073017
exp0532,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,330,10,"[1.0, 0.3]",True,1,34.849,-10000000000.0
exp0533,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,330,10,"[1.0, 0.3]",False,7,33.978,1.225356295054086
exp0534,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,330,10,"[1.0, 0.5]",True,5,35.227,2.062798386518395
exp0535,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,330,10,"[1.0, 0.5]",False,7,34.66,1.2309537758922005
exp0536,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,330,10,"[1.0, 0.6]",True,5,34.653,1.503539859534389
exp0537,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,330,10,"[1.0, 0.6]",False,7,34.697,1.2710855638414873
exp0538,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,330,10,"[1.0, 0.7]",True,6,33.739,1.2548592568444703
exp0539,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,330,10,"[1.0, 0.7]",False,6,32.757,1.254859273863972
exp0540,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,330,10,"[1.0, 0.8]",True,6,32.838,1.2671118059357358
exp0541,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,330,10,"[1.0, 0.8]",False,6,33.687,1.2671117605104951
exp0542,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,330,10,"[1.0, 0.9]",True,6,33.628,1.3083992196539216
exp0543,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,330,10,"[1.0, 0.9]",False,6,33.833,1.3083992119265675
exp0544,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,330,10,"[1.0, 1.0]",True,6,34.17,1.3622893307030957
exp0545,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,330,10,"[1.0, 1.0]",False,6,33.334,1.3622893556893167
exp0546,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,330,15,"[1.0, 0.3]",True,1,34.594,-10000000000.0
exp0547,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,330,15,"[1.0, 0.3]",False,6,33.831,1.2154999946745084
exp0548,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,330,15,"[1.0, 0.5]",True,5,33.143,1.1697411434266836
exp0549,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,330,15,"[1.0, 0.5]",False,5,32.372,1.1697411434266836
exp0550,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,330,15,"[1.0, 0.6]",True,5,34.139,1.375916983306943
exp0551,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,330,15,"[1.0, 0.6]",False,6,33.967,1.2741086273460185
exp0552,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,330,15,"[1.0, 0.7]",True,5,32.844,1.1857064232706476
exp0553,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,330,15,"[1.0, 0.7]",False,5,32.812,1.185706385162638
exp0554,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,330,15,"[1.0, 0.8]",True,5,33.65,1.2053888078092174
exp0555,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,330,15,"[1.0, 0.8]",False,5,33.467,1.2053888050718533
exp0556,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,330,15,"[1.0, 0.9]",True,6,33.036,1.3083992196539216
exp0557,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,330,15,"[1.0, 0.9]",False,6,33.5,1.308399196235001
exp0558,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,330,15,"[1.0, 1.0]",True,6,34.134,1.3622893307030957
exp0559,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,330,15,"[1.0, 1.0]",False,6,34.01,1.3622893307030957
exp0560,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,350,5,"[1.0, 0.3]",True,1,38.221,-10000000000.0
exp0561,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,350,5,"[1.0, 0.3]",False,10,38.218,1.1679882626443272
exp0562,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,350,5,"[1.0, 0.5]",True,5,38.766,2.547329979744072
exp0563,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,350,5,"[1.0, 0.5]",False,9,38.017,1.176798056507347
exp0564,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,350,5,"[1.0, 0.6]",True,7,37.442,1.3943768842585889
exp0565,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,350,5,"[1.0, 0.6]",False,9,38.215,1.2136749940533995
exp0566,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,350,5,"[1.0, 0.7]",True,6,37.509,1.5801763331868723
exp0567,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,350,5,"[1.0, 0.7]",False,9,37.651,1.3455872837040666
exp0568,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,350,5,"[1.0, 0.8]",True,8,37.895,1.5882253029681634
exp0569,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,350,5,"[1.0, 0.8]",False,11,37.271,1.379605542229338
exp0570,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,350,5,"[1.0, 0.9]",True,9,38.469,1.5863201034091376
exp0571,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,350,5,"[1.0, 0.9]",False,12,38.921,1.355174829053306
exp0572,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,350,5,"[1.0, 1.0]",True,9,38.586,1.6165140318516094
exp0573,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,350,5,"[1.0, 1.0]",False,12,38.655,1.393142703409883
exp0574,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,350,8,"[1.0, 0.3]",True,1,36.757,-10000000000.0
exp0575,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,350,8,"[1.0, 0.3]",False,8,37.861,1.2209016379746531
exp0576,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,350,8,"[1.0, 0.5]",True,5,38.633,2.1511228813177823
exp0577,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,350,8,"[1.0, 0.5]",False,7,36.943,1.2770840423097296
exp0578,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,350,8,"[1.0, 0.6]",True,5,37.132,1.5430101198610988
exp0579,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,350,8,"[1.0, 0.6]",False,7,36.969,1.3189382259125888
exp0580,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,350,8,"[1.0, 0.7]",True,5,37.235,1.5481261238595885
exp0581,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,350,8,"[1.0, 0.7]",False,7,37.296,1.378757199201582
exp0582,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,350,8,"[1.0, 0.8]",True,6,38.574,1.5810098206324383
exp0583,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,350,8,"[1.0, 0.8]",False,8,37.21,1.4369790521444554
exp0584,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,350,8,"[1.0, 0.9]",True,8,38.369,1.608065037176078
exp0585,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,350,8,"[1.0, 0.9]",False,10,38.075,1.4163451131819065
exp0586,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,350,8,"[1.0, 1.0]",True,8,38.727,1.6515807551187494
exp0587,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,350,8,"[1.0, 1.0]",False,10,39.156,1.456942561263305
exp0588,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,350,10,"[1.0, 0.3]",True,1,37.882,-10000000000.0
exp0589,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,350,10,"[1.0, 0.3]",False,7,37.169,1.248495264017206
exp0590,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,350,10,"[1.0, 0.5]",True,5,38.319,2.1511228813177823
exp0591,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,350,10,"[1.0, 0.5]",False,7,36.942,1.2770840161497063
exp0592,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,350,10,"[1.0, 0.6]",True,5,37.031,1.543010139653798
exp0593,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,350,10,"[1.0, 0.6]",False,7,37.071,1.3189382509199865
exp0594,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,350,10,"[1.0, 0.7]",True,5,37.071,1.5481261238595887
exp0595,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,350,10,"[1.0, 0.7]",False,7,38.285,1.3787571590687608
exp0596,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,350,10,"[1.0, 0.8]",True,6,37.627,1.5370727842084972
exp0597,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,350,10,"[1.0, 0.8]",False,7,37.678,1.4784924206326335
exp0598,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,350,10,"[1.0, 0.9]",True,7,36.362,1.374322364507935
exp0599,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,350,10,"[1.0, 0.9]",False,7,36.057,1.3743223453755715
exp0600,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,350,10,"[1.0, 1.0]",True,7,36.932,1.4265387493634905
exp0601,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,350,10,"[1.0, 1.0]",False,7,37.131,1.4265387093315098
exp0602,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,350,15,"[1.0, 0.3]",True,1,37.346,-10000000000.0
exp0603,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,350,15,"[1.0, 0.3]",False,7,37.595,1.248495218673735
exp0604,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,350,15,"[1.0, 0.5]",True,5,38.812,2.1511228817339907
exp0605,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,350,15,"[1.0, 0.5]",False,7,36.8,1.2770840311026757
exp0606,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,350,15,"[1.0, 0.6]",True,5,37.839,1.54301006590033
exp0607,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,350,15,"[1.0, 0.6]",False,7,37.597,1.318938225912588
exp0608,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,350,15,"[1.0, 0.7]",True,5,36.408,1.548126103985471
exp0609,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,350,15,"[1.0, 0.7]",False,7,37.377,1.378757199201582
exp0610,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,350,15,"[1.0, 0.8]",True,6,37.929,1.5370727612319035
exp0611,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,350,15,"[1.0, 0.8]",False,7,37.195,1.4784924687275538
exp0612,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,350,15,"[1.0, 0.9]",True,6,36.53,1.365922396784817
exp0613,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,350,15,"[1.0, 0.9]",False,6,36.451,1.3659223967848169
exp0614,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,350,15,"[1.0, 1.0]",True,6,37.083,1.4209731033045725
exp0615,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,350,15,"[1.0, 1.0]",False,6,36.316,1.420973092377246
exp0616,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,380,5,"[1.0, 0.3]",True,1,38.619,-10000000000.0
exp0617,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,380,5,"[1.0, 0.3]",False,10,38.824,1.167988262644327
exp0618,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,380,5,"[1.0, 0.5]",True,5,40.362,2.5473299686935964
exp0619,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,380,5,"[1.0, 0.5]",False,9,38.116,1.1767980927909247
exp0620,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,380,5,"[1.0, 0.6]",True,7,38.854,1.3943769099013923
exp0621,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,380,5,"[1.0, 0.6]",False,9,38.339,1.2136750147983877
exp0622,testvideo_3_0.mp4,720x1280,29.97,1065,0.63,380,5,"[1.0, 0.7]",True,6,38.956,1.5801763162094182
